Time Norm Re(ACF(t)) Im(ACF(t) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
  0.57275000E+001  0.99983304E+000 -0.23446121E-001  0.34855819E-002  0.23703794E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55346588E+000  0.44636717E+000  0.99983304E+000  0.10709871E+000
  0.57300000E+001  0.99983304E+000 -0.22617036E-001  0.71278435E-002  0.23713635E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55439913E+000  0.44543391E+000  0.99983304E+000  0.10896522E+000
  0.57325000E+001  0.99983304E+000 -0.21225392E-001  0.10596129E-001  0.23723305E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55533014E+000  0.44450290E+000  0.99983304E+000  0.11082724E+000
  0.57350000E+001  0.99983304E+000 -0.19305278E-001  0.13804069E-001  0.23732806E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55625888E+000  0.44357417E+000  0.99983304E+000  0.11268471E+000
  0.57375000E+001  0.99983304E+000 -0.16903960E-001  0.16671687E-001  0.23742136E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55718532E+000  0.44264772E+000  0.99983304E+000  0.11453760E+000
  0.57400000E+001  0.99983304E+000 -0.14080718E-001  0.19127399E-001  0.23751295E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55810946E+000  0.44172358E+000  0.99983304E+000  0.11638588E+000
  0.57425000E+001  0.99983304E+000 -0.10905384E-001  0.21109800E-001  0.23760283E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55903127E+000  0.44080177E+000  0.99983304E+000  0.11822951E+000
  0.57450000E+001  0.99983304E+000 -0.74566080E-002  0.22569208E-001  0.23769100E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.55995074E+000  0.43988230E+000  0.99983304E+000  0.12006844E+000
  0.57475000E+001  0.99983304E+000 -0.38199152E-002  0.23468904E-001  0.23777746E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56086785E+000  0.43896519E+000  0.99983304E+000  0.12190266E+000
  0.57500000E+001  0.99983304E+000 -0.85579493E-004  0.23786066E-001  0.23786220E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56178257E+000  0.43805047E+000  0.99983304E+000  0.12373210E+000
  0.57525000E+001  0.99983304E+000  0.36536186E-002  0.23512345E-001  0.23794523E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56269490E+000  0.43713814E+000  0.99983304E+000  0.12555675E+000
  0.57550000E+001  0.99983304E+000  0.73046996E-002  0.22654088E-001  0.23802654E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56360481E+000  0.43622824E+000  0.99983304E+000  0.12737657E+000
  0.57575000E+001  0.99983304E+000  0.10776800E-001  0.21232190E-001  0.23810613E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56451228E+000  0.43532077E+000  0.99983304E+000  0.12919151E+000
  0.57600000E+001  0.99983304E+000  0.13983436E-001  0.19281591E-001  0.23818401E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56541729E+000  0.43441575E+000  0.99983304E+000  0.13100154E+000
  0.57625000E+001  0.99983304E+000  0.16844662E-001  0.16850415E-001  0.23826018E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56631984E+000  0.43351320E+000  0.99983304E+000  0.13280663E+000
  0.57650000E+001  0.99983304E+000  0.19289065E-001  0.13998782E-001  0.23833463E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56721989E+000  0.43261315E+000  0.99983304E+000  0.13460674E+000
  0.57675000E+001  0.99983304E+000  0.21255552E-001  0.10797326E-001  0.23840737E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56811744E+000  0.43171561E+000  0.99983304E+000  0.13640183E+000
  0.57700000E+001  0.99983304E+000  0.22694879E-001  0.73254358E-002  0.23847841E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56901246E+000  0.43082059E+000  0.99983304E+000  0.13819187E+000
  0.57725000E+001  0.99983304E+000  0.23570883E-001  0.36692928E-002  0.23854774E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.56990493E+000  0.42992811E+000  0.99983304E+000  0.13997682E+000
  0.57750000E+001  0.99983304E+000  0.23861402E-001 -0.80274180E-004  0.23861537E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57079484E+000  0.42903820E+000  0.99983304E+000  0.14175664E+000
  0.57775000E+001  0.99983304E+000  0.23558829E-001 -0.38300464E-002  0.23868131E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57168218E+000  0.42815087E+000  0.99983304E+000  0.14353131E+000
  0.57800000E+001  0.99983304E+000  0.22670315E-001 -0.74867355E-002  0.23874555E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57256691E+000  0.42726613E+000  0.99983304E+000  0.14530078E+000
  0.57825000E+001  0.99983304E+000  0.21217603E-001 -0.10959307E-001  0.23880810E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57344903E+000  0.42638401E+000  0.99983304E+000  0.14706502E+000
  0.57850000E+001  0.99983304E+000  0.19236497E-001 -0.14161250E-001  0.23886897E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57432852E+000  0.42550452E+000  0.99983304E+000  0.14882400E+000
  0.57875000E+001  0.99983304E+000  0.16775979E-001 -0.17012735E-001  0.23892816E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57520536E+000  0.42462768E+000  0.99983304E+000  0.15057768E+000
  0.57900000E+001  0.99983304E+000  0.13896998E-001 -0.19442607E-001  0.23898567E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57607953E+000  0.42375351E+000  0.99983304E+000  0.15232602E+000
  0.57925000E+001  0.99983304E+000  0.10670958E-001 -0.21390165E-001  0.23904152E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57695102E+000  0.42288202E+000  0.99983304E+000  0.15406900E+000
  0.57950000E+001  0.99983304E+000  0.71779494E-002 -0.22806679E-001  0.23909570E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57781981E+000  0.42201324E+000  0.99983304E+000  0.15580657E+000
  0.57975000E+001  0.99983304E+000  0.35047580E-002 -0.23656615E-001  0.23914823E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57868587E+000  0.42114717E+000  0.99983304E+000  0.15753870E+000
  0.58000000E+001  0.99983304E+000 -0.25729461E-003 -0.23918528E-001  0.23919911E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.57954921E+000  0.42028384E+000  0.99983304E+000  0.15926537E+000
  0.58025000E+001  0.99983304E+000 -0.40146226E-002 -0.23585600E-001  0.23924835E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58040979E+000  0.41942326E+000  0.99983304E+000  0.16098653E+000
  0.58050000E+001  0.99983304E+000 -0.76737063E-002 -0.22665828E-001  0.23929595E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58126760E+000  0.41856544E+000  0.99983304E+000  0.16270215E+000
  0.58075000E+001  0.99983304E+000 -0.11143423E-001 -0.21181825E-001  0.23934193E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58212262E+000  0.41771042E+000  0.99983304E+000  0.16441221E+000
  0.58100000E+001  0.99983304E+000 -0.14337319E-001 -0.19170269E-001  0.23938628E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58297485E+000  0.41685819E+000  0.99983304E+000  0.16611666E+000
  0.58125000E+001  0.99983304E+000 -0.17175767E-001 -0.16680995E-001  0.23942902E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58382426E+000  0.41600879E+000  0.99983304E+000  0.16781547E+000
  0.58150000E+001  0.99983304E+000 -0.19587953E-001 -0.13775763E-001  0.23947016E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58467083E+000  0.41516221E+000  0.99983304E+000  0.16950861E+000
  0.58175000E+001  0.99983304E+000 -0.21513648E-001 -0.10526723E-001  0.23950970E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58551455E+000  0.41431849E+000  0.99983304E+000  0.17119606E+000
  0.58200000E+001  0.99983304E+000 -0.22904712E-001 -0.70146196E-002  0.23954764E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58635540E+000  0.41347764E+000  0.99983304E+000  0.17287777E+000
  0.58225000E+001  0.99983304E+000 -0.23726303E-001 -0.33267903E-002  0.23958401E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58719338E+000  0.41263967E+000  0.99983304E+000  0.17455371E+000
  0.58250000E+001  0.99983304E+000 -0.23957748E-001  0.44501410E-003  0.23961880E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58802845E+000  0.41180459E+000  0.99983304E+000  0.17622386E+000
  0.58275000E+001  0.99983304E+000 -0.23593068E-001  0.42069115E-002  0.23965203E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58886061E+000  0.41097243E+000  0.99983304E+000  0.17788818E+000
  0.58300000E+001  0.99983304E+000 -0.22641134E-001  0.78652288E-002  0.23968370E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.58968984E+000  0.41014320E+000  0.99983304E+000  0.17954664E+000
  0.58325000E+001  0.99983304E+000 -0.21125450E-001  0.11328836E-001  0.23971382E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59051613E+000  0.40931692E+000  0.99983304E+000  0.18119921E+000
  0.58350000E+001  0.99983304E+000 -0.19083576E-001  0.14511421E-001  0.23974241E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59133945E+000  0.40849359E+000  0.99983304E+000  0.18284586E+000
  0.58375000E+001  0.99983304E+000 -0.16566194E-001  0.17333641E-001  0.23976946E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59215980E+000  0.40767324E+000  0.99983304E+000  0.18448656E+000
  0.58400000E+001  0.99983304E+000 -0.13635856E-001  0.19725105E-001  0.23979498E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59297716E+000  0.40685588E+000  0.99983304E+000  0.18612127E+000
  0.58425000E+001  0.99983304E+000 -0.10365420E-001  0.21626132E-001  0.23981900E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59379151E+000  0.40604153E+000  0.99983304E+000  0.18774998E+000
  0.58450000E+001  0.99983304E+000 -0.68362466E-002  0.22989241E-001  0.23984150E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59460284E+000  0.40523020E+000  0.99983304E+000  0.18937264E+000
  0.58475000E+001  0.99983304E+000 -0.31361675E-002  0.23780343E-001  0.23986251E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59541114E+000  0.40442190E+000  0.99983304E+000  0.19098923E+000
  0.58500000E+001  0.99983304E+000  0.64270002E-003  0.23979592E-001  0.23988203E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59621638E+000  0.40361666E+000  0.99983304E+000  0.19259973E+000
  0.58525000E+001  0.99983304E+000  0.44062491E-002  0.23581887E-001  0.23990007E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59701857E+000  0.40281448E+000  0.99983304E+000  0.19420409E+000
  0.58550000E+001  0.99983304E+000  0.80607291E-002  0.22597003E-001  0.23991663E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59781767E+000  0.40201537E+000  0.99983304E+000  0.19580229E+000
  0.58575000E+001  0.99983304E+000  0.11515083E-001  0.21049352E-001  0.23993173E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59861368E+000  0.40121936E+000  0.99983304E+000  0.19739431E+000
  0.58600000E+001  0.99983304E+000  0.14683221E-001  0.18977377E-001  0.23994537E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.59940658E+000  0.40042646E+000  0.99983304E+000  0.19898012E+000
  0.58625000E+001  0.99983304E+000  0.17486166E-001  0.16432600E-001  0.23995757E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60019636E+000  0.39963668E+000  0.99983304E+000  0.20055968E+000
  0.58650000E+001  0.99983304E+000  0.19854025E-001  0.13478339E-001  0.23996832E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60098301E+000  0.39885004E+000  0.99983304E+000  0.20213297E+000
  0.58675000E+001  0.99983304E+000  0.21727739E-001  0.10188132E-001  0.23997764E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60176650E+000  0.39806654E+000  0.99983304E+000  0.20369997E+000
  0.58700000E+001  0.99983304E+000  0.23060552E-001  0.66439042E-002  0.23998553E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60254684E+000  0.39728620E+000  0.99983304E+000  0.20526064E+000
  0.58725000E+001  0.99983304E+000  0.23819187E-001  0.29339291E-002  0.23999200E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60332400E+000  0.39650905E+000  0.99983304E+000  0.20681495E+000
  0.58750000E+001  0.99983304E+000  0.23984672E-001 -0.84937371E-003  0.23999706E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60409797E+000  0.39573508E+000  0.99983304E+000  0.20836289E+000
  0.58775000E+001  0.99983304E+000  0.23552819E-001 -0.46117423E-002  0.24000072E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60486873E+000  0.39496431E+000  0.99983304E+000  0.20990442E+000
  0.58800000E+001  0.99983304E+000  0.22534335E-001 -0.82594234E-002  0.24000298E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60563628E+000  0.39419676E+000  0.99983304E+000  0.21143952E+000
  0.58825000E+001  0.99983304E+000  0.20954550E-001 -0.11701511E-001  0.24000386E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60640060E+000  0.39343244E+000  0.99983304E+000  0.21296816E+000
  0.58850000E+001  0.99983304E+000  0.18852792E-001 -0.14852214E-001  0.24000334E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60716168E+000  0.39267136E+000  0.99983304E+000  0.21449032E+000
  0.58875000E+001  0.99983304E+000  0.16281410E-001 -0.17632999E-001  0.24000145E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60791950E+000  0.39191354E+000  0.99983304E+000  0.21600597E+000
  0.58900000E+001  0.99983304E+000  0.13304464E-001 -0.19974548E-001  0.23999819E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60867406E+000  0.39115898E+000  0.99983304E+000  0.21751508E+000
  0.58925000E+001  0.99983304E+000  0.99961329E-002 -0.21818489E-001  0.23999357E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.60942534E+000  0.39040771E+000  0.99983304E+000  0.21901763E+000
  0.58950000E+001  0.99983304E+000  0.64388640E-002 -0.23118854E-001  0.23998758E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61017332E+000  0.38965972E+000  0.99983304E+000  0.22051359E+000
  0.58975000E+001  0.99983304E+000  0.27213155E-002 -0.23843230E-001  0.23998024E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61091800E+000  0.38891505E+000  0.99983304E+000  0.22200295E+000
  0.59000000E+001  0.99983304E+000 -0.10638535E-002 -0.23973563E-001  0.23997156E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61165936E+000  0.38817369E+000  0.99983304E+000  0.22348567E+000
  0.59025000E+001  0.99983304E+000 -0.48222953E-002 -0.23506612E-001  0.23996153E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61239739E+000  0.38743566E+000  0.99983304E+000  0.22496173E+000
  0.59050000E+001  0.99983304E+000 -0.84603273E-002 -0.22454035E-001  0.23995017E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61313207E+000  0.38670097E+000  0.99983304E+000  0.22643111E+000
  0.59075000E+001  0.99983304E+000 -0.11887269E-001 -0.20842090E-001  0.23993747E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61386341E+000  0.38596963E+000  0.99983304E+000  0.22789378E+000
  0.59100000E+001  0.99983304E+000 -0.15017706E-001 -0.18710989E-001  0.23992345E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61459138E+000  0.38524166E+000  0.99983304E+000  0.22934971E+000
  0.59125000E+001  0.99983304E+000 -0.17773621E-001 -0.16113887E-001  0.23990810E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61531597E+000  0.38451707E+000  0.99983304E+000  0.23079890E+000
  0.59150000E+001  0.99983304E+000 -0.20086338E-001 -0.13115565E-001  0.23989144E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61603717E+000  0.38379587E+000  0.99983304E+000  0.23224130E+000
  0.59175000E+001  0.99983304E+000 -0.21898241E-001 -0.97908020E-002  0.23987346E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61675497E+000  0.38307807E+000  0.99983304E+000  0.23367691E+000
  0.59200000E+001  0.99983304E+000 -0.23164207E-001 -0.62225194E-002  0.23985417E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61746936E+000  0.38236368E+000  0.99983304E+000  0.23510568E+000
  0.59225000E+001  0.99983304E+000 -0.23852734E-001 -0.24997048E-002  0.23983357E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61818033E+000  0.38165271E+000  0.99983304E+000  0.23652762E+000
  0.59250000E+001  0.99983304E+000 -0.23946726E-001  0.12848066E-002  0.23981168E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61888786E+000  0.38094518E+000  0.99983304E+000  0.23794268E+000
  0.59275000E+001  0.99983304E+000 -0.23443918E-001  0.50366497E-002  0.23978848E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.61959194E+000  0.38024110E+000  0.99983304E+000  0.23935085E+000
  0.59300000E+001  0.99983304E+000 -0.22356934E-001  0.86622841E-002  0.23976398E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62029257E+000  0.37954047E+000  0.99983304E+000  0.24075210E+000
  0.59325000E+001  0.99983304E+000 -0.20712968E-001  0.12071329E-001  0.23973820E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62098973E+000  0.37884331E+000  0.99983304E+000  0.24214642E+000
  0.59350000E+001  0.99983304E+000 -0.18553104E-001  0.15178819E-001  0.23971112E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62168341E+000  0.37814963E+000  0.99983304E+000  0.24353378E+000
  0.59375000E+001  0.99983304E+000 -0.15931291E-001  0.17907322E-001  0.23968275E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62237360E+000  0.37745944E+000  0.99983304E+000  0.24491416E+000
  0.59400000E+001  0.99983304E+000 -0.12912994E-001  0.20188876E-001  0.23965310E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62306029E+000  0.37677275E+000  0.99983304E+000  0.24628753E+000
  0.59425000E+001  0.99983304E+000 -0.95735574E-002  0.21966676E-001  0.23962217E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62374346E+000  0.37608958E+000  0.99983304E+000  0.24765389E+000
  0.59450000E+001  0.99983304E+000 -0.59963252E-002  0.23196499E-001  0.23958996E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62442312E+000  0.37540992E+000  0.99983304E+000  0.24901320E+000
  0.59475000E+001  0.99983304E+000 -0.22705573E-002  0.23847800E-001  0.23955646E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62509924E+000  0.37473380E+000  0.99983304E+000  0.25036544E+000
  0.59500000E+001  0.99983304E+000  0.15107984E-002  0.23904474E-001  0.23952169E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62577182E+000  0.37406122E+000  0.99983304E+000  0.25171059E+000
  0.59525000E+001  0.99983304E+000  0.52534274E-002  0.23365257E-001  0.23948565E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62644084E+000  0.37339220E+000  0.99983304E+000  0.25304864E+000
  0.59550000E+001  0.99983304E+000  0.88640027E-002  0.22243751E-001  0.23944833E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62710630E+000  0.37272674E+000  0.99983304E+000  0.25437956E+000
  0.59575000E+001  0.99983304E+000  0.12252515E-001  0.20568084E-001  0.23940973E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62776819E+000  0.37206485E+000  0.99983304E+000  0.25570334E+000
  0.59600000E+001  0.99983304E+000  0.15334517E-001  0.18380204E-001  0.23936987E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62842649E+000  0.37140655E+000  0.99983304E+000  0.25701994E+000
  0.59625000E+001  0.99983304E+000  0.18033235E-001  0.15734830E-001  0.23932873E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62908120E+000  0.37075184E+000  0.99983304E+000  0.25832935E+000
  0.59650000E+001  0.99983304E+000  0.20281476E-001  0.12698078E-001  0.23928632E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.62973230E+000  0.37010074E+000  0.99983304E+000  0.25963156E+000
  0.59675000E+001  0.99983304E+000  0.22023310E-001  0.93458153E-002  0.23924265E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63037979E+000  0.36945325E+000  0.99983304E+000  0.26092654E+000
  0.59700000E+001  0.99983304E+000  0.23215460E-001  0.57617564E-002  0.23919770E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63102365E+000  0.36880939E+000  0.99983304E+000  0.26221426E+000
  0.59725000E+001  0.99983304E+000  0.23828378E-001  0.20353749E-002  0.23915149E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63166388E+000  0.36816916E+000  0.99983304E+000  0.26349472E+000
  0.59750000E+001  0.99983304E+000  0.23846982E-001 -0.17403331E-002  0.23910401E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63230047E+000  0.36753257E+000  0.99983304E+000  0.26476790E+000
  0.59775000E+001  0.99983304E+000  0.23271022E-001 -0.54711719E-002  0.23905526E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63293340E+000  0.36689964E+000  0.99983304E+000  0.26603376E+000
  0.59800000E+001  0.99983304E+000  0.22115090E-001 -0.90640985E-002  0.23900525E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63356267E+000  0.36627037E+000  0.99983304E+000  0.26729230E+000
  0.59825000E+001  0.99983304E+000  0.20408244E-001 -0.12429545E-001  0.23895397E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63418827E+000  0.36564477E+000  0.99983304E+000  0.26854350E+000
  0.59850000E+001  0.99983304E+000  0.18193278E-001 -0.15483653E-001  0.23890142E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63481019E+000  0.36502286E+000  0.99983304E+000  0.26978733E+000
  0.59875000E+001  0.99983304E+000  0.15525654E-001 -0.18150367E-001  0.23884760E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63542841E+000  0.36440463E+000  0.99983304E+000  0.27102378E+000
  0.59900000E+001  0.99983304E+000  0.12472105E-001 -0.20363331E-001  0.23879251E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63604293E+000  0.36379011E+000  0.99983304E+000  0.27225282E+000
  0.59925000E+001  0.99983304E+000  0.91089713E-002 -0.22067537E-001  0.23873616E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63665375E+000  0.36317929E+000  0.99983304E+000  0.27347445E+000
  0.59950000E+001  0.99983304E+000  0.55202854E-002 -0.23220700E-001  0.23867854E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63726084E+000  0.36257220E+000  0.99983304E+000  0.27468864E+000
  0.59975000E+001  0.99983304E+000  0.17956734E-002 -0.23794304E-001  0.23861965E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63786421E+000  0.36196883E+000  0.99983304E+000  0.27589538E+000
  0.60000000E+001  0.99983304E+000 -0.19718861E-002 -0.23774313E-001  0.23855949E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63846384E+000  0.36136920E+000  0.99983304E+000  0.27709464E+000
  0.60025000E+001  0.99983304E+000 -0.56883854E-002 -0.23161509E-001  0.23849806E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63905973E+000  0.36077332E+000  0.99983304E+000  0.27828641E+000
  0.60050000E+001  0.99983304E+000 -0.92611348E-002 -0.21971472E-001  0.23843536E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.63965186E+000  0.36018119E+000  0.99983304E+000  0.27947067E+000
  0.60075000E+001  0.99983304E+000 -0.12601078E-001 -0.20234180E-001  0.23837139E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.64024023E+000  0.35959282E+000  0.99983304E+000  0.28064741E+000
  0.60100000E+001  0.99983304E+000 -0.15625011E-001 -0.17993254E-001  0.23830614E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.64082482E+000  0.35900822E+000  0.99983304E+000  0.28181660E+000
  0.60125000E+001  0.99983304E+000 -0.18257663E-001 -0.15304867E-001  0.23823963E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.64140564E+000  0.35842741E+000  0.99983304E+000  0.28297823E+000
  0.60150000E+001  0.99983304E+000 -0.20433564E-001 -0.12236327E-001  0.23817184E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.64198266E+000  0.35785038E+000  0.99983304E+000  0.28413228E+000
