Time Norm Re(ACF(t)) Im(ACF(t) |ACF(t)| Re(Extra) Im(Extra) |Extra| Sum(HEhr) Pop1 Pop2 Pop1+Pop2 Pop2-Pop1
  0.34100000E+001  0.99983304E+000 -0.10984830E+000 -0.44009937E-002  0.10993643E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.78303916E+000  0.21679388E+000  0.99983304E+000  0.56624528E+000
  0.34125000E+001  0.99983304E+000 -0.10884179E+000  0.13007644E-001  0.10961630E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.78220757E+000  0.21762547E+000  0.99983304E+000  0.56458210E+000
  0.34150000E+001  0.99983304E+000 -0.10510234E+000  0.29987064E-001  0.10929651E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.78136970E+000  0.21846335E+000  0.99983304E+000  0.56290635E+000
  0.34175000E+001  0.99983304E+000 -0.98740293E-001  0.46112385E-001  0.10897705E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.78052556E+000  0.21930749E+000  0.99983304E+000  0.56121807E+000
  0.34200000E+001  0.99983304E+000 -0.89931340E-001  0.60982784E-001  0.10865793E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77967518E+000  0.22015787E+000  0.99983304E+000  0.55951731E+000
  0.34225000E+001  0.99983304E+000 -0.78911749E-001  0.74231441E-001  0.10833915E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77881858E+000  0.22101446E+000  0.99983304E+000  0.55780413E+000
  0.34250000E+001  0.99983304E+000 -0.65972028E-001  0.85534581E-001  0.10802071E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77795580E+000  0.22187724E+000  0.99983304E+000  0.55607857E+000
  0.34275000E+001  0.99983304E+000 -0.51449276E-001  0.94619360E-001  0.10770261E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77708686E+000  0.22274618E+000  0.99983304E+000  0.55434068E+000
  0.34300000E+001  0.99983304E+000 -0.35718412E-001  0.10127043E+000  0.10738485E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77621178E+000  0.22362126E+000  0.99983304E+000  0.55259052E+000
  0.34325000E+001  0.99983304E+000 -0.19182500E-001  0.10533503E+000  0.10706744E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77533059E+000  0.22450245E+000  0.99983304E+000  0.55082814E+000
  0.34350000E+001  0.99983304E+000 -0.22624230E-002  0.10672639E+000  0.10675037E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77444331E+000  0.22538973E+000  0.99983304E+000  0.54905358E+000
  0.34375000E+001  0.99983304E+000  0.14613819E-001  0.10542561E+000  0.10643365E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77354998E+000  0.22628307E+000  0.99983304E+000  0.54726691E+000
  0.34400000E+001  0.99983304E+000  0.31021937E-001  0.10148161E+000  0.10611729E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77265061E+000  0.22718243E+000  0.99983304E+000  0.54546817E+000
  0.34425000E+001  0.99983304E+000  0.46552006E-001  0.95009578E-001  0.10580127E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77174523E+000  0.22808781E+000  0.99983304E+000  0.54365742E+000
  0.34450000E+001  0.99983304E+000  0.60818705E-001  0.86187582E-001  0.10548561E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.77083388E+000  0.22899917E+000  0.99983304E+000  0.54183471E+000
  0.34475000E+001  0.99983304E+000  0.73470859E-001  0.75251750E-001  0.10517031E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76991657E+000  0.22991648E+000  0.99983304E+000  0.54000009E+000
  0.34500000E+001  0.99983304E+000  0.84200072E-001  0.62489949E-001  0.10485536E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76899333E+000  0.23083971E+000  0.99983304E+000  0.53815361E+000
  0.34525000E+001  0.99983304E+000  0.92748222E-001  0.48234215E-001  0.10454077E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76806419E+000  0.23176885E+000  0.99983304E+000  0.53629534E+000
  0.34550000E+001  0.99983304E+000  0.98913646E-001  0.32852126E-001  0.10422654E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76712918E+000  0.23270386E+000  0.99983304E+000  0.53442532E+000
  0.34575000E+001  0.99983304E+000  0.10255587E+000  0.16737327E-001  0.10391268E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76618832E+000  0.23364472E+000  0.99983304E+000  0.53254361E+000
  0.34600000E+001  0.99983304E+000  0.10359874E+000  0.29946435E-003  0.10359918E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76524165E+000  0.23459139E+000  0.99983304E+000  0.53065026E+000
  0.34625000E+001  0.99983304E+000  0.10203198E+000 -0.16046228E-001  0.10328604E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76428918E+000  0.23554386E+000  0.99983304E+000  0.52874533E+000
  0.34650000E+001  0.99983304E+000  0.97910992E-001 -0.31889408E-001  0.10297328E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76333096E+000  0.23650209E+000  0.99983304E+000  0.52682887E+000
  0.34675000E+001  0.99983304E+000  0.91355069E-001 -0.46834920E-001  0.10266089E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76236699E+000  0.23746605E+000  0.99983304E+000  0.52490095E+000
  0.34700000E+001  0.99983304E+000  0.82543999E-001 -0.60512642E-001  0.10234887E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76139732E+000  0.23843572E+000  0.99983304E+000  0.52296161E+000
  0.34725000E+001  0.99983304E+000  0.71713153E-001 -0.72586638E-001  0.10203723E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.76042198E+000  0.23941107E+000  0.99983304E+000  0.52101091E+000
  0.34750000E+001  0.99983304E+000  0.59147213E-001 -0.82763395E-001  0.10172597E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75944098E+000  0.24039206E+000  0.99983304E+000  0.51904891E+000
  0.34775000E+001  0.99983304E+000  0.45172701E-001 -0.90798932E-001  0.10141508E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75845436E+000  0.24137868E+000  0.99983304E+000  0.51707567E+000
  0.34800000E+001  0.99983304E+000  0.30149504E-001 -0.96504631E-001  0.10110458E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75746215E+000  0.24237090E+000  0.99983304E+000  0.51509125E+000
  0.34825000E+001  0.99983304E+000  0.14461607E-001 -0.99751622E-001  0.10079447E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75646437E+000  0.24336867E+000  0.99983304E+000  0.51309569E+000
  0.34850000E+001  0.99983304E+000 -0.14927142E-002 -0.10047365E+000  0.10048474E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75546106E+000  0.24437199E+000  0.99983304E+000  0.51108907E+000
  0.34875000E+001  0.99983304E+000 -0.17310997E-001 -0.98668330E-001  0.10017540E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75445224E+000  0.24538080E+000  0.99983304E+000  0.50907143E+000
  0.34900000E+001  0.99983304E+000 -0.32596744E-001 -0.94396821E-001  0.99866449E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75343794E+000  0.24639510E+000  0.99983304E+000  0.50704284E+000
  0.34925000E+001  0.99983304E+000 -0.46969345E-001 -0.87781862E-001  0.99557896E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75241820E+000  0.24741484E+000  0.99983304E+000  0.50500336E+000
  0.34950000E+001  0.99983304E+000 -0.60073551E-001 -0.79004298E-001  0.99249739E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75139304E+000  0.24844000E+000  0.99983304E+000  0.50295304E+000
  0.34975000E+001  0.99983304E+000 -0.71588241E-001 -0.68298167E-001  0.98941982E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.75036250E+000  0.24947055E+000  0.99983304E+000  0.50089195E+000
  0.35000000E+001  0.99983304E+000 -0.81234267E-001 -0.55944467E-001  0.98634627E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74932659E+000  0.25050645E+000  0.99983304E+000  0.49882015E+000
  0.35025000E+001  0.99983304E+000 -0.88781211E-001 -0.42263797E-001  0.98327676E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74828536E+000  0.25154768E+000  0.99983304E+000  0.49673768E+000
  0.35050000E+001  0.99983304E+000 -0.94052850E-001 -0.27608040E-001  0.98021133E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74723884E+000  0.25259421E+000  0.99983304E+000  0.49464463E+000
  0.35075000E+001  0.99983304E+000 -0.96931243E-001 -0.12351321E-001  0.97714999E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74618704E+000  0.25364600E+000  0.99983304E+000  0.49254104E+000
  0.35100000E+001  0.99983304E+000 -0.97359313E-001  0.31195395E-002  0.97409277E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74513001E+000  0.25470303E+000  0.99983304E+000  0.49042698E+000
  0.35125000E+001  0.99983304E+000 -0.95341886E-001  0.18414828E-001  0.97103971E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74406778E+000  0.25576527E+000  0.99983304E+000  0.48830251E+000
  0.35150000E+001  0.99983304E+000 -0.90945170E-001  0.33151747E-001  0.96799082E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74300037E+000  0.25683267E+000  0.99983304E+000  0.48616769E+000
  0.35175000E+001  0.99983304E+000 -0.84294689E-001  0.46963984E-001  0.96494613E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74192782E+000  0.25790523E+000  0.99983304E+000  0.48402259E+000
  0.35200000E+001  0.99983304E+000 -0.75571746E-001  0.59510810E-001  0.96190568E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.74085015E+000  0.25898289E+000  0.99983304E+000  0.48186726E+000
  0.35225000E+001  0.99983304E+000 -0.65008502E-001  0.70485471E-001  0.95886949E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73976741E+000  0.26006563E+000  0.99983304E+000  0.47970178E+000
  0.35250000E+001  0.99983304E+000 -0.52881812E-001  0.79622665E-001  0.95583758E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73867962E+000  0.26115343E+000  0.99983304E+000  0.47752619E+000
  0.35275000E+001  0.99983304E+000 -0.39505982E-001  0.86704938E-001  0.95280999E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73758681E+000  0.26224623E+000  0.99983304E+000  0.47534057E+000
  0.35300000E+001  0.99983304E+000 -0.25224628E-001  0.91567826E-001  0.94978675E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73648901E+000  0.26334403E+000  0.99983304E+000  0.47314498E+000
  0.35325000E+001  0.99983304E+000 -0.10401853E-001  0.94103643E-001  0.94676788E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73538627E+000  0.26444678E+000  0.99983304E+000  0.47093949E+000
  0.35350000E+001  0.99983304E+000  0.45870253E-002  0.94263801E-001  0.94375341E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73427860E+000  0.26555445E+000  0.99983304E+000  0.46872415E+000
  0.35375000E+001  0.99983304E+000  0.19364975E-001  0.92059647E-001  0.94074336E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73316604E+000  0.26666700E+000  0.99983304E+000  0.46649904E+000
  0.35400000E+001  0.99983304E+000  0.33562724E-001  0.87561778E-001  0.93773778E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73204863E+000  0.26778442E+000  0.99983304E+000  0.46426421E+000
  0.35425000E+001  0.99983304E+000  0.46827980E-001  0.80897880E-001  0.93473669E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.73092639E+000  0.26890665E+000  0.99983304E+000  0.46201973E+000
  0.35450000E+001  0.99983304E+000  0.58834159E-001  0.72249139E-001  0.93174011E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72979936E+000  0.27003368E+000  0.99983304E+000  0.45976568E+000
  0.35475000E+001  0.99983304E+000  0.69288410E-001  0.61845342E-001  0.92874808E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72866757E+000  0.27116547E+000  0.99983304E+000  0.45750211E+000
  0.35500000E+001  0.99983304E+000  0.77938742E-001  0.49958783E-001  0.92576063E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72753106E+000  0.27230198E+000  0.99983304E+000  0.45522908E+000
  0.35525000E+001  0.99983304E+000  0.84580072E-001  0.36897151E-001  0.92277778E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72638986E+000  0.27344318E+000  0.99983304E+000  0.45294668E+000
  0.35550000E+001  0.99983304E+000  0.89059060E-001  0.22995571E-001  0.91979957E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72524400E+000  0.27458904E+000  0.99983304E+000  0.45065495E+000
  0.35575000E+001  0.99983304E+000  0.91277607E-001  0.86080118E-002  0.91682602E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72409351E+000  0.27573953E+000  0.99983304E+000  0.44835398E+000
  0.35600000E+001  0.99983304E+000  0.91194950E-001 -0.59017213E-002  0.91385717E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72293843E+000  0.27689461E+000  0.99983304E+000  0.44604383E+000
  0.35625000E+001  0.99983304E+000  0.88828293E-001 -0.20169176E-001  0.91089304E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72177880E+000  0.27805424E+000  0.99983304E+000  0.44372455E+000
  0.35650000E+001  0.99983304E+000  0.84251991E-001 -0.33838401E-001  0.90793366E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.72061464E+000  0.27921840E+000  0.99983304E+000  0.44139623E+000
  0.35675000E+001  0.99983304E+000  0.77595298E-001 -0.46570816E-001  0.90497907E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71944599E+000  0.28038705E+000  0.99983304E+000  0.43905893E+000
  0.35700000E+001  0.99983304E+000  0.69038756E-001 -0.58053584E-001  0.90202929E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71827288E+000  0.28156016E+000  0.99983304E+000  0.43671272E+000
  0.35725000E+001  0.99983304E+000  0.58809318E-001 -0.68007285E-001  0.89908435E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71709535E+000  0.28273769E+000  0.99983304E+000  0.43435766E+000
  0.35750000E+001  0.99983304E+000  0.47174346E-001 -0.76192696E-001  0.89614429E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71591344E+000  0.28391960E+000  0.99983304E+000  0.43199383E+000
  0.35775000E+001  0.99983304E+000  0.34434633E-001 -0.82416512E-001  0.89320913E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71472717E+000  0.28510587E+000  0.99983304E+000  0.42962130E+000
  0.35800000E+001  0.99983304E+000  0.20916633E-001 -0.86535886E-001  0.89027890E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71353658E+000  0.28629646E+000  0.99983304E+000  0.42724012E+000
  0.35825000E+001  0.99983304E+000  0.69641047E-002 -0.88461663E-001  0.88735363E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71234171E+000  0.28749133E+000  0.99983304E+000  0.42485038E+000
  0.35850000E+001  0.99983304E+000 -0.70706244E-002 -0.88160250E-001  0.88443334E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.71114259E+000  0.28869045E+000  0.99983304E+000  0.42245214E+000
  0.35875000E+001  0.99983304E+000 -0.20835546E-001 -0.85654079E-001  0.88151808E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70993926E+000  0.28989378E+000  0.99983304E+000  0.42004548E+000
  0.35900000E+001  0.99983304E+000 -0.33987793E-001 -0.81020663E-001  0.87860787E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70873175E+000  0.29110130E+000  0.99983304E+000  0.41763045E+000
  0.35925000E+001  0.99983304E+000 -0.46202166E-001 -0.74390272E-001  0.87570273E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70752009E+000  0.29231295E+000  0.99983304E+000  0.41520714E+000
  0.35950000E+001  0.99983304E+000 -0.57179164E-001 -0.65942313E-001  0.87280270E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70630433E+000  0.29352872E+000  0.99983304E+000  0.41277561E+000
  0.35975000E+001  0.99983304E+000 -0.66652312E-001 -0.55900493E-001  0.86990780E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70508449E+000  0.29474856E+000  0.99983304E+000  0.41033593E+000
  0.36000000E+001  0.99983304E+000 -0.74394605E-001 -0.44526912E-001  0.86701806E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70386061E+000  0.29597243E+000  0.99983304E+000  0.40788818E+000
  0.36025000E+001  0.99983304E+000 -0.80223932E-001 -0.32115230E-001  0.86413352E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70263273E+000  0.29720031E+000  0.99983304E+000  0.40543242E+000
  0.36050000E+001  0.99983304E+000 -0.84007320E-001 -0.18983097E-001  0.86125419E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70140089E+000  0.29843215E+000  0.99983304E+000  0.40296873E+000
  0.36075000E+001  0.99983304E+000 -0.85663927E-001 -0.54640277E-002  0.85838011E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.70016511E+000  0.29966793E+000  0.99983304E+000  0.40049718E+000
  0.36100000E+001  0.99983304E+000 -0.85166711E-001  0.81010603E-002  0.85551130E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69892544E+000  0.30090760E+000  0.99983304E+000  0.39801784E+000
  0.36125000E+001  0.99983304E+000 -0.82542726E-001  0.21372434E-001  0.85264779E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69768191E+000  0.30215113E+000  0.99983304E+000  0.39553078E+000
  0.36150000E+001  0.99983304E+000 -0.77872076E-001  0.34020046E-001  0.84978960E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69643456E+000  0.30339848E+000  0.99983304E+000  0.39303608E+000
  0.36175000E+001  0.99983304E+000 -0.71285538E-001  0.45731729E-001  0.84693678E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69518342E+000  0.30464962E+000  0.99983304E+000  0.39053380E+000
  0.36200000E+001  0.99983304E+000 -0.62960936E-001  0.56220890E-001  0.84408933E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69392853E+000  0.30590451E+000  0.99983304E+000  0.38802402E+000
  0.36225000E+001  0.99983304E+000 -0.53118360E-001  0.65233502E-001  0.84124729E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69266993E+000  0.30716312E+000  0.99983304E+000  0.38550681E+000
  0.36250000E+001  0.99983304E+000 -0.42014360E-001  0.72554243E-001  0.83841067E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69140764E+000  0.30842540E+000  0.99983304E+000  0.38298225E+000
  0.36275000E+001  0.99983304E+000 -0.29935276E-001  0.78011606E-001  0.83557952E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.69014172E+000  0.30969132E+000  0.99983304E+000  0.38045040E+000
  0.36300000E+001  0.99983304E+000 -0.17189856E-001  0.81481891E-001  0.83275385E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68887219E+000  0.31096085E+000  0.99983304E+000  0.37791134E+000
  0.36325000E+001  0.99983304E+000 -0.41013769E-002  0.82891966E-001  0.82993369E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68759910E+000  0.31223395E+000  0.99983304E+000  0.37536515E+000
  0.36350000E+001  0.99983304E+000  0.90005509E-002  0.82220736E-001  0.82711906E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68632247E+000  0.31351058E+000  0.99983304E+000  0.37281189E+000
  0.36375000E+001  0.99983304E+000  0.21788272E-001  0.79499312E-001  0.82430998E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68504234E+000  0.31479070E+000  0.99983304E+000  0.37025165E+000
  0.36400000E+001  0.99983304E+000  0.33944273E-001  0.74809861E-001  0.82150648E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68375876E+000  0.31607428E+000  0.99983304E+000  0.36768448E+000
  0.36425000E+001  0.99983304E+000  0.45169051E-001  0.68283192E-001  0.81870859E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68247176E+000  0.31736128E+000  0.99983304E+000  0.36511048E+000
  0.36450000E+001  0.99983304E+000  0.55188481E-001  0.60095140E-001  0.81591632E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.68118137E+000  0.31865167E+000  0.99983304E+000  0.36252971E+000
  0.36475000E+001  0.99983304E+000  0.63760495E-001  0.50461850E-001  0.81312970E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67988764E+000  0.31994540E+000  0.99983304E+000  0.35994224E+000
  0.36500000E+001  0.99983304E+000  0.70680905E-001  0.39634083E-001  0.81034875E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67859060E+000  0.32124245E+000  0.99983304E+000  0.35734815E+000
  0.36525000E+001  0.99983304E+000  0.75788245E-001  0.27890704E-001  0.80757349E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67729028E+000  0.32254276E+000  0.99983304E+000  0.35474752E+000
  0.36550000E+001  0.99983304E+000  0.78967501E-001  0.15531506E-001  0.80480394E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67598673E+000  0.32384631E+000  0.99983304E+000  0.35214041E+000
  0.36575000E+001  0.99983304E+000  0.80152662E-001  0.28695654E-002  0.80204013E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67467998E+000  0.32515306E+000  0.99983304E+000  0.34952691E+000
  0.36600000E+001  0.99983304E+000  0.79328021E-001 -0.97766795E-002  0.79928207E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67337007E+000  0.32646298E+000  0.99983304E+000  0.34690709E+000
  0.36625000E+001  0.99983304E+000  0.76528203E-001 -0.22091429E-001  0.79652979E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67205703E+000  0.32777601E+000  0.99983304E+000  0.34428102E+000
  0.36650000E+001  0.99983304E+000  0.71836949E-001 -0.33769396E-001  0.79378330E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.67074091E+000  0.32909213E+000  0.99983304E+000  0.34164877E+000
  0.36675000E+001  0.99983304E+000  0.65384666E-001 -0.44523363E-001  0.79104263E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66942174E+000  0.33041131E+000  0.99983304E+000  0.33901043E+000
  0.36700000E+001  0.99983304E+000  0.57344836E-001 -0.54091233E-001  0.78830779E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66809955E+000  0.33173349E+000  0.99983304E+000  0.33636607E+000
  0.36725000E+001  0.99983304E+000  0.47929370E-001 -0.62242397E-001  0.78557880E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66677440E+000  0.33305865E+000  0.99983304E+000  0.33371575E+000
  0.36750000E+001  0.99983304E+000  0.37383041E-001 -0.68783271E-001  0.78285567E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66544630E+000  0.33438674E+000  0.99983304E+000  0.33105957E+000
  0.36775000E+001  0.99983304E+000  0.25977126E-001 -0.73561870E-001  0.78013844E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66411531E+000  0.33571773E+000  0.99983304E+000  0.32839758E+000
  0.36800000E+001  0.99983304E+000  0.14002442E-001 -0.76471306E-001  0.77742710E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66278146E+000  0.33705158E+000  0.99983304E+000  0.32572987E+000
  0.36825000E+001  0.99983304E+000  0.17619373E-002 -0.77452131E-001  0.77472169E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66144478E+000  0.33838826E+000  0.99983304E+000  0.32305652E+000
  0.36850000E+001  0.99983304E+000 -0.10436964E-001 -0.76493481E-001  0.77202221E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.66010532E+000  0.33972773E+000  0.99983304E+000  0.32037759E+000
  0.36875000E+001  0.99983304E+000 -0.22290073E-001 -0.73633001E-001  0.76932868E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.65876310E+000  0.34106994E+000  0.99983304E+000  0.31769317E+000
  0.36900000E+001  0.99983304E+000 -0.33504009E-001 -0.68955547E-001  0.76664112E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.65741818E+000  0.34241486E+000  0.99983304E+000  0.31500332E+000
  0.36925000E+001  0.99983304E+000 -0.43803451E-001 -0.62590729E-001  0.76395954E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.65607059E+000  0.34376246E+000  0.99983304E+000  0.31230813E+000
  0.36950000E+001  0.99983304E+000 -0.52937881E-001 -0.54709353E-001  0.76128395E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.65472035E+000  0.34511269E+000  0.99983304E+000  0.30960767E+000
  0.36975000E+001  0.99983304E+000 -0.60687660E-001 -0.45518849E-001  0.75861437E-001  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.32462647E+004  0.65336752E+000  0.34646552E+000  0.99983304E+000  0.30690201E+000
